A  	Element	Z  	N  	Energy  	JPi           	Mass Exc            	Unc       	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
131	Pr     	59 	72 	0.1524  	(11/2-)       	-74.15              	0.05      	5.73 S 0.2               	5.73                     	          	        	EC      	3.60        
132	Pr     	59 	73 	0.0000  	(2)+          	-75.23              	0.03      	1.6 M 0.3                	96                       	          	        	EC      	100.00      
133	Pr     	59 	74 	0.0000  	(3/2+)        	-77.938             	0.012     	6.5 M 0.3                	390                      	          	        	EC      	100.00      
133	Pr     	59 	74 	0.1921  	(11/2-)       	-77.745             	0.012     	1.1 S 0.2                	1.1                      	          	        	IT      	100.00      
134	Pr     	59 	75 	0.0000  	(6-)          	-78.528             	0.02      	11 M AP                  	660                      	          	        	EC      	100.00      
134	Pr     	59 	75 	0.0000  	2-            	-78.528             	0.02      	17 M 2                   	1020                     	          	        	EC      	100.00      
135	Pr     	59 	76 	0.0000  	3/2(+)        	-80.936             	0.012     	24 M 1                   	1440                     	          	        	EC      	100.00      
136	Pr     	59 	77 	0.0000  	2+            	-81.34              	0.011     	13.1 M 0.1               	786                      	          	        	EC      	100.00      
137	Pr     	59 	78 	0.0000  	5/2+          	-83.202             	0.008     	1.28 H 0.03              	4608                     	          	        	EC      	100.00      
138	Pr     	59 	79 	0.0000  	1+            	-83.134             	0.011     	1.45 M 0.05              	87                       	          	        	EC      	100.00      
138	Pr     	59 	79 	0.3640  	7-            	-82.77              	0.011     	2.12 H 0.04              	7632                     	          	        	EC      	100.00      
139	Pr     	59 	80 	0.0000  	5/2+          	-84.819             	0.008     	4.41 H 0.04              	15876                    	          	        	EC      	100.00      
140	Pr     	59 	81 	0.0000  	1+            	-84.688             	0.006     	3.39 M 0.01              	203.4                    	          	        	EC      	100.00      
141	Pr     	59 	82 	0.0000  	5/2+          	-86.0156            	0.0017    	STABLE                   	infinity                 	100%      	        	        	            
142	Pr     	59 	83 	0.0000  	2-            	-83.7875            	0.0017    	19.12 H 0.04             	68832                    	          	        	B-      	99.98       
142	Pr     	59 	83 	0.0000  	2-            	-83.7875            	0.0017    	19.12 H 0.04             	68832                    	          	        	EC      	0.02        
142	Pr     	59 	83 	0.0037  	5-            	-83.7838            	0.0017    	14.6 M 0.5               	876                      	          	        	IT      	100.00      
143	Pr     	59 	84 	0.0000  	7/2+          	-83.0682            	0.0019    	13.57 D 0.02             	1172448                  	          	        	B-      	100.00      
144	Pr     	59 	85 	0.0000  	0-            	-80.751             	0.003     	17.28 M 0.05             	1036.8                   	          	        	B-      	100.00      
144	Pr     	59 	85 	0.0590  	3-            	-80.692             	0.003     	7.2 M 0.3                	432                      	          	        	B-      	0.07        
144	Pr     	59 	85 	0.0590  	3-            	-80.692             	0.003     	7.2 M 0.3                	432                      	          	        	IT      	99.93       
145	Pr     	59 	86 	0.0000  	7/2+          	-79.626             	0.007     	5.984 H 0.01             	21542.4                  	          	        	B-      	100.00      
146	Pr     	59 	87 	0.0000  	(2)-          	-76.68              	0.03      	24.15 M 0.18             	1449                     	          	        	B-      	100.00      
147	Pr     	59 	88 	0.0000  	(5/2+)        	-75.444             	0.016     	13.4 M 0.3               	804                      	          	        	B-      	100.00      
148	Pr     	59 	89 	0.0000  	1-            	-72.535             	0.015     	2.29 M 0.02              	137.4                    	          	        	B-      	100.00      
148	Pr     	59 	89 	0.0768  	              	-72.459             	0.015     	2.01 M 0.07              	120.6                    	          	        	B-      	64.00       
148	Pr     	59 	89 	0.0768  	              	-72.459             	0.015     	2.01 M 0.07              	120.6                    	          	        	IT      	36.00       
149	Pr     	59 	90 	0.0000  	(5/2+)        	-71.039             	0.01      	2.26 M 0.07              	135.6                    	          	        	B-      	100.00      
150	Pr     	59 	91 	0.0000  	(1)-          	-68.3               	0.009     	6.19 S 0.16              	6.19                     	          	        	B-      	100.00      
151	Pr     	59 	92 	0.0000  	(3/2-)        	-66.78              	0.012     	18.90 S 0.07             	18.9                     	          	        	B-      	100.00      
152	Pr     	59 	93 	0.0000  	(4+)          	-63.758             	0.019     	3.57 S 0.18              	3.57                     	          	        	B-      	100.00      
153	Pr     	59 	94 	0.0000  	              	-61.568             	0.012     	4.28 S 0.11              	4.28                     	          	        	B-      	100.00      
154	Pr     	59 	95 	0.0000  	(3+)          	-58.1               	0.11      	2.3 S 0.1                	2.3                      	          	        	B-      	100.00      
155	Pr     	59 	96 	0.0000  	              	-55.415             	0.017     	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
156	Pr     	59 	97 	0.0000  	              	-51.57              	0.2       	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	100.00      
157	Pr     	59 	98 	0.0000  	              	-48.5               	0.3       	                         	                         	          	        	B-      	100.00      
158	Pr     	59 	99 	0.0000  	              	-44.3               	0.3       	                         	                         	          	        	B-      	100.00      
159	Pr     	59 	100	0.0000  	              	-41.1               	0.4       	                         	                         	          	        	B-      	100.00      
124	Nd     	60 	64 	        	0+            	-44.5               	0.5       	                         	                         	          	        	EC      	?           
125	Nd     	60 	65 	0.0000  	(5/2)         	-47.6               	0.4       	0.65 S 0.15              	0.65                     	          	        	EC      	100.00      
125	Nd     	60 	65 	0.0000  	(5/2)         	-47.6               	0.4       	0.65 S 0.15              	0.65                     	          	        	EP      	> 0.00      
126	Nd     	60 	66 	0.0000  	0+            	-53.0               	0.3       	200 NS GT                	2.0000000000000002E-7    	          	        	EC      	            
126	Nd     	60 	66 	0.0000  	0+            	-53.0               	0.3       	200 NS GT                	2.0000000000000002E-7    	          	        	EP      	            
127	Nd     	60 	67 	0.0000  	              	-55.5               	0.3       	1.8 S 0.4                	1.8                      	          	        	EC      	100.00      
127	Nd     	60 	67 	0.0000  	              	-55.5               	0.3       	1.8 S 0.4                	1.8                      	          	        	EP      	            
128	Nd     	60 	68 	0.0000  	0+            	-60.31              	0.2       	5 S                      	5                        	          	        	EC      	100.00      
128	Nd     	60 	68 	0.0000  	0+            	-60.31              	0.2       	5 S                      	5                        	          	        	EP      	?           
